uniq_idx,error,fold,sentence,bias,lex_bias
30nyt9,tn,0.0,"But that upset other Republicans, who said that Ms. Lerner should not be let go so quickly.",0,0
30nyt17,tn,0.0,"And he may elect to do so, given the objections of some Republicans on Wednesday after he dismissed her.",0,0
30nyt18,tn,0.0,"They argued that by making an opening statement, she had waived her Fifth Amendment right and could be compelled to testify, a contention Ms. Lerner’s lawyer disputed.",0,0
96HPO6,tn,0.0,"Trump also said in his tweet that the Justice Department must act on “Comey and others,” a reference to former FBI Director James Comey, who was leading the investigation into whether Trump’s campaign colluded with Russia to influence the election until Trump fired him in May.",0,0
78nyt5,fn,0.0,"“This is certainly not what Vice Chairman Ruppersberger was hoping to get,” Mr. Petraeus wrote, referring to Representative C. A. Dutch Ruppersberger of Maryland, the top Democrat on the House Intelligence Committee, which had asked Mr. Petraeus for talking points to use with reporters in discussing the attack on Benghazi.",1,0
97hpo4,tn,0.0,"The campaign and the state party intend to cooperate with the U.S. Attorney's office and the state legislative committee and will respond to the subpoenas accordingly.""",0,0
79nyt9,tn,0.0,"Some members of Congress had not expected to stay behind for the annual showdown, with families and district business waiting for them.",0,0
79nyt11,tn,0.0,"“We come here, and these members become our family,” Representative John Lewis, Democrat of Georgia, said at the Capitol before a game he had not intended to see.",0,0
79nyt18,tn,0.0,More sustainable.,0,0
79nyt36,tn,0.0,"Ms. Pelosi sat for an interview alongside Speaker Paul D. Ryan, Republican of Wisconsin.",0,0
98fox14,tn,0.0,"Obama told Senate Democrats this week that he believes that Boehner will make sure immigration reform is passed this year, according to The Hill, a a political publication in Washington, D.C.",0,0
73hpo4,tn,0.0,"""And you exemplify it.",0,0
73hpo15,tn,0.0,"McMahon, the CEO of World Wrestling Entertainment, is one of the Republican Senate candidates running to face Blumenthal in November.",0,0
73hpo22,tn,0.0,"-Here are the facts: unlike many of his peers, Dick Blumenthal voluntarily joined the Marine Corps Reserves in 1970 and served for six months in Parris Island, SC and six years in the reserves.",0,0
46nyt13,fn,0.0,"A few days later, the F.B.I. director at the time, James B. Comey, recommended no charges be filed against her in the matter.",1,0
47nyt8,tn,0.0,"“All of the fools that are so focused on looking only at Russia should start also looking in another direction, China,” Mr. Trump wrote. ",0,1
47nyt13,tn,0.0,"In the case of Mr. Jones, it did not initially join the other major platforms in removing his content, and has since taken relatively minor steps against him.",0,0
42FOX21,tn,0.0,"The NAACP resolution, first reported by the Kansas City Star, was expected to make reference to the March incident on Capitol Hill.",0,0
43fox16,tn,0.0,House Republicans have argued that the procedural votes don't take up very much time.,0,0
76fox5,fp,0.0,"""This strategy is very cynical but very obvious and transparent,"" he said in a statement.",0,0
77fox6,tn,0.0,"The Deputy Director, as the senior career FBI official, has the delegated authority to review and modify any disciplinary findings and/or penalty as deemed necessary in the best interest of the FBI.”",0,0
77fox7,fn,0.0,"Strzok appeared to launch a new Twitter account to fire back, saying he's ""deeply saddened"" by the decision and linking to a GoFundMe page. ",1,0
77fox8,fp,0.0,"President Trump and his allies for months, though, have hammered the former FBI agent and cast him as the poster child for anti-Trump bias within the bureau and Justice Department. ",0,0
72nyt1,tn,0.0,"After the meeting with Mr. Obama, which lasted more than an hour, Mr. Sanders gave no indication that he was ready to leave the race just yet, insisting that he would compete in next week’s primary contest here in Washington.",0,0
73nyt2,tn,0.0,“And you exemplify it.,0,0
73nyt25,fp,0.0,But the way he speaks about his military service has led to confusion and frequent mischaracterizations of his biography in his home state newspapers.,0,0
73nyt26,tn,0.0,"In at least eight newspaper articles published in Connecticut from 2003 to 2009, he is described as having served in Vietnam.",0,0
46hpo0,tn,0.0,"WASHINGTON ― President Donald Trump on Monday defended his former national security adviser, Michael Flynn, by invoking his 2016 election opponent, Hillary Clinton.",0,0
46hpo5,fn,0.0,"Flynn lied, and it’s like, it ruined his life.",1,0
48fox12,tp,0.0,"""His conduct is unbecoming of a member of Congress.",1,0
49fox12,tn,0.0,"""Well, we'll have to take a look at that, won't we?""",0,0
30hpo8,tn,0.0,Lerner is a key figure in the unfolding IRS scandal.,0,0
31hpo4,tn,0.0,"""Progressivism,"" he declared, ""is eating the Constitution.""",0,0
31hpo17,tn,0.0,'One party won't tax and will spend.,0,0
31hpo22,fp,0.0,"I'm addicted to spending and big government,"" he declared, reading out the apology he wanted lawmakers to deliver.",0,0
93fox3,tn,0.0,"They also donated $15 million to charity, and paid an additional $13.6 million in state taxes.",0,0
92fox3,tn,0.0,Both political parties will hold special-election primaries in mid May.,0,0
79hpo34,tn,0.0,"He said he heard at least 30 shots and got down on the ground, but couldn’t see the shooter.",0,0
79hpo38,tn,0.0,This year’s game is scheduled for Thursday night.,0,0
78hpo32,tn,0.0,"After 11 hearings, 25,000 pages of documents, and now this release, we can hopefully spend our time working on what’s important – what we can do together to ensure those serving their nation overseas are better protected than they were last September.”",0,0
81hpo7,tn,0.0,"""I think the people are just ready for some major changes in this country.""",0,0
80hpo20,tn,0.0,"But several of their more conservative colleagues appeared to agree with Theodore Boutrous Jr., representing Wal-Mart, that even subjecting the company to a trial would be unfair.",0,0
13hpo10,tn,0.0,"The forum, which ended Friday, was hosted by the Safari Club International Foundation and the United Republic of Tanzania.",0,0
13hpo11,fn,0.0,"The Safari Club’s political action committees donated a collective $24,500 to Trump’s presidential campaign and Zinke’s 2014 and 2016 congressional campaigns, according to Federal Election Commission data.",1,0
12hpo10,tn,0.0,The task force also suggested that states loosen current legal restrictions on who can carry a firearm on school property.,0,0
22fox8,tn,0.0,The White House and Republican leaders in Congress now face long odds in trying to revive the trade legislation after congressional Democrats helped defeat a job retraining program to jeopardize Obama's attempt to secure the fast-track authority.,0,0
23fox2,tn,0.0,The committee's action comes a day after Flynn’s lawyer notified the committee that his client will invoke his Fifth Amendment protection against self-incrimination and not comply with the committee’s subpoena seeking documents related to its investigation.,0,0
23fox5,tn,0.0,Trump fired Flynn in February because he misled Vice President Mike Pence about conversations he had with Russia’s ambassador about potentially easing economic sanctions.,0,0
26nyt17,tn,0.0,"In her first legislative act as speaker, Ms. Pelosi plans on Thursday to bring up two bills to reopen the government.",0,0
55fox27,fp,0.0,"""I'm here to tell you: They do not, they do not, they do not represent the view of the vast majority of the American people.”",0,0
51nyt25,tn,0.0,"“He blows away their case against him & now wants to clear his name by showing ‘the false or misleading testimony by James Comey, John Brennan …’ Witch Hunt!”",0,0
50nyt6,tn,0.0,“I can’t help but think that those remarks are well over the line.,0,1
50nyt22,tp,0.0,"Asked whether he was suggesting that Mr. Obama lacked sympathy for the disabled, Mr. Santorum did not back down, saying, “I think the president has a very bad record on the issue of abortion and children who are disabled.”",1,0
4fox6,tn,0.0,"The tradition of Thanksgiving turkeys being presented to the president dates back to 1947, with the turkey pardon being permanently instituted in 1989.",0,0
4fox7,tn,0.0,"Lauten later apologized for her original post, writing ""I quickly judged the two young ladies in a way that I would never have wanted to be judged myself as a teenager.",0,0
1nyt7,tn,0.0,"“I must leave all of my options open because, above all else, we must make America great again!” he said.",0,0
1nyt9,tn,0.0,Newt Gingrich and Rick Santorum were the only two Republicans who agreed to participate.,0,0
19nyt0,tn,0.0,"President Obama’s chief of staff used former President Bill Clinton as an intermediary to see if Representative Joe Sestak would drop out of Pennsylvania’s Democratic Senate primary if given a prominent, but unpaid, advisory position, the White House said on Friday.",0,0
19nyt6,fn,0.0,Mr. Bauer went on to say that such horse-trading has been commonplace through history.,1,0
19nyt20,tn,0.0,"Mr. Sestak first mentioned publicly in February that he had been offered a job but provided no details, and the White House for three months had refused to discuss it, generating intense criticism from Republicans who accused it of trying to bribe a congressman and deep consternation among Democrats who called on the administration to answer questions.",0,0
64hpo6,tn,0.0,I am trying to save lives and prevent the next terrorist attack.,0,0
64hpo10,fp,0.0,"Trump noted in his statement that the gunman, Omar Mateen, was ""the son of an immigrant from Afghanistan who openly published his support for the Afghanistani Taliban and even tried to run for President of Afghanistan.""",0,0
65HPO10,fn,0.0,"CEO Doug McMillon called on the governor to veto the bill, which he said ""threatens to undermine the spirit of inclusion.""",1,0
51hpo0,tn,0.0,Kathy Griffin Apologizes For Controversial Images Of Bloodied Trump Head,0,0
51hpo4,tn,0.0,“Kathy is all about pushing the limits and she went above and beyond on this one.,0,0
51hpo10,tn,0.0,"UPDATE - May 30, 10 p.m.: Kathy Griffin issued a formal apology for the controversial images on Twitter.",0,0
28fox9,tn,0.0,"Some Republican senators called the idea of Lieberman replacing Comey “intriguing,” but Sen. Claire McCaskill, D-Mo., said it was a “mistake” to nominate him.",0,0
0hpo2,tn,0.0,While the president's team has pointed to the Republican plan to turn Medicare into a quasi-voucher program -- in which recipients would receive a check to buy either insurance through the private market or traditional Medicare -- the Romney team has responded by noting that Obama took more than $700 billion out of Medicare as part of his health care overhaul.,0,0
0hpo17,tn,0.0,"""It turns out, Senator McCain would pay for part of his plan by making drastic cuts in Medicare: $882 billion worth -- $882 billion in Medicare cuts to pay for a ill-conceived, badly thought-through health care plan that won't provide more health care to people, even though Medicare is already facing a looming shortfall,"" Obama declared at a campaign stop in Roanoke, Va.",0,0
0hpo18,tn,0.0,"Douglas Holtz-Eakin, McCain's policy director at the time, recalled that the attack originated with a Wall Street Journal article that referenced his saying that McCain would assume savings in Medicare and Medicaid spending to make his health care plan budget neutral.",0,0
18hpo4,tn,0.0,Those markets house some of the state’s largest Jewish communities.,0,0
18hpo10,tn,0.0,I’m not going to do that.”,0,0
65NYT9,tn,0.0,But we stay close.”,0,0
65NYT23,tn,0.0,"He would contact a cousin, Tim C. Hutchinson, who sat in the State House of Representatives, to register his views.",0,0
64nyt13,tn,0.0,"“If we do not get tough and smart real fast, we are not going to have a country anymore,” Mr. Trump said in a statement.",0,0
64nyt15,tn,0.0,I am trying to save lives and prevent the next terrorist attack.”,0,0
64nyt27,tn,0.0,"“The shooter targeted a nightclub where people came together to be with friends, to dance and to sing, and to live,” Mr. Obama said.",0,0
61fox6,tp,0.0,"Romney released a statement late Tuesday saying: ""As I said yesterday, Todd Akin's comments were offensive and wrong and he should very seriously consider what course would be in the best interest of our country.",1,0
60fox12,fp,0.0,"“How ridiculous, we’re the only country in the world where a person comes in, has a baby, and the baby is essentially a citizen of the United States for 85 years with all of those benefits,” Trump said.",0,1
80nyt22,tn,0.0,"“On the one hand, you say the problem is that they were utterly subjective, and on the other hand you say there is strong corporate culture that guides all of this. Well, which is it?”",0,0
80nyt25,tn,0.0,"“If somebody tells you how to exercise discretion,” he said, “you don’t have discretion.”",0,0
80nyt51,tn,0.0,“Then you would say every single company is in violation of Title VII” of the Civil Rights Act?,0,0
81nyt25,tn,0.0,"Mr. Cantor had won primaries in his district, which stretches from Richmond to the Washington suburbs, with as much as 79 percent of the vote, and he won the general election race for a seventh term in 2012 with 58 percent.",0,0
81nyt29,tn,0.0,"Mr. Boehner said Tuesday that he and Mr. Cantor had “been through a lot together,” making “tough choices that come with governing.”",0,0
84fox2,tn,0.0,"""I have people that actually have been studying it and they cannot believe what they're finding,"" Trump told NBC's ""Today"" show on Thursday.",0,0
84fox3,tn,0.0,"Officials in Hawaii have certified Obama's citizenship, but a segment of society -- labeled ""birthers"" in the vernacular -- have demanded additional proof.",0,0
84fox26,tn,0.0,"""I'm only interested in Libya if we get the oil,"" Trump said.",0,0
85fox12,tn,0.0,"The Jacksons were appearing separately before U.S. District Judge Robert L. Wilkins in Washington, D.C. Jackson's wife spent $5,150 on fur capes and parkas, court documents said.",0,0
85fox17,tn,0.0,"However, one of her lawyers, Tom Kirsch, says the plea agreement ""does not contemplate a sentence of that length.""",0,0
12nyt4,tn,0.0,"Among the study’s central conclusions is that “the presence of armed security personnel adds a layer of security and diminishes response time” in a shooting, Mr. Hutchinson said.",0,0
12nyt9,fn,0.0,I don’t think the proper response is to arm all the projectionists in the movie theaters or all the vendors in the mall.”,1,0
12nyt19,tn,0.0,"On Tuesday, a proposal that would require public and charter schools to have an armed “protection officer” on school property during class hours passed a State House committee.",0,0
16fox1,tp,0.0,"The self-titled America's Toughest Sheriff, who famously re-instituted chain gangs in 1995 and has also been a major supporter of his state's controversial SB1070 immigration law, said that Perry has done more to combat illegal immigration along the U.S. border then any of the other candidates.",1,1
27hpo17,tp,0.0,"“It’s a very opportunistic move and I hope U.S. public opinion, U.S. citizens can see this and finally, and finally see what is behind Trump, this false prophet that is just cheating everybody,” he added.",1,0
14hpo2,tn,0.0,"On Thursday, he told reporters in Washington that the Justice Department would thoroughly investigate the case, and would ""continue to stand with Ferguson.""",0,0
14hpo8,tn,0.0,"He agreed somewhat to what everyone said,” McCoy added.",0,0
14hpo36,tn,0.0,"“We need concrete action to change things in this country,” he said, according to excerpts provided by the Justice Department.",0,0
14hpo38,tn,0.0,"As I was just telling these young people, change is possible.",0,0
15hpo7,tn,0.0,"""Both parties have failed our country... both parties have led us to believe that America, a country that was built on compromise -- that compromise is somehow a dirty word,"" Christie said.",0,0
15hpo24,tn,0.0,"His image suffered a major blow in 2014, when it was revealed members of his administration, including his deputy chief of staff, were involved in a plot to cause traffic jams near the George Washington Bridge to retaliate against a mayor who hadn't supported Christie's 2013 re-election.",0,0
86hpo9,tn,0.0,Mattis had previously argued that a small U.S. presence should remain because the counterterrorism mission there is ongoing and removing troops now would cause more problems for the region.,0,0
87hpo5,tn,0.0,Perry has recently stepped up his attacks on Obama for cultural issues.,0,0
69nyt16,tn,0.0,They included the placement of a bomb at the outer wall of the compound in June and an ambush that month on the British ambassador.,0,0
69nyt18,tn,0.0,Mrs. Clinton first publicly took responsibility for the Sept. 11 attack in an Oct. 15 interview with television reporters.,0,0
25fox6,tn,0.0,“It’s very simple.,0,0
25fox14,tn,0.0,"In a letter to Senate Majority Leader Mitch McConnell and Reid, Obama warned the bill could cause chaos in U.S. foreign affairs, as other countries would use the measure to justify the creation of ways to target ""U.S. policies and activities that they oppose.""",0,0
25fox17,tn,0.0,"But Cornyn, one of the bill's leading proponents, dismissed Obama's concerns as ""unpersuasive.""",0,0
25fox23,tn,0.0,"With the override, the bill will now become law.",0,0
25fox26,tn,0.0,Fifteen of the 19 Sept. 11 hijackers were Saudi nationals.,0,0
24fox19,tn,0.0,"Instead, it accuses him of witness tampering, obstruction and false statements about his interactions related to WikiLeaks' release.",0,0
21nyt8,tn,0.0,"“We’re seeing a lot of marijuana coming over from Colorado,” said Sheriff Adam Hayward of Deuel County, Neb., who said that he was gratified that the two states were challenging Colorado’s marijuana laws.",0,0
20nyt4,tn,0.0,"But as the ranking Republican on the Judiciary Committee, Mr. Grassley could assume the chairmanship if his party takes control of the Senate this year.",0,0
20nyt6,tn,0.0,"America Rising, a conservative political action committee that has vowed to use videos and opposition research to attack Democratic candidates, posted the footage on YouTube on Tuesday.",0,1
20nyt11,tn,0.0,Ms. Ernst said that qualified her to “cut pork” in Washington.,0,0
3fox6,tn,0.0,"But, in a surprise move, Senate Democrats, meeting behind closed doors to discuss the tax deal, have asked the administration for ""changes"" to the bill, according to Sen Dick Durbin, D-Ill., the No. 2 Democrat in the chamber.",0,0
3fox25,tn,0.0,"Speaking to reporters at a joint appearance with Polish President Bronislaw Komorowski, Obama said economists predict higher job growth in 2011 and 2012 if Congress passes the agreement and urged lawmakers to examine the details of the deal and ""get this done.""",0,0
7nyt12,tn,0.0,"I don’t think that’s O.K. You might think it’s O.K. that an associate of the president made direct contact with the G.R.U. through Guccifer 2.0 and WikiLeaks; that is considered a hostile intelligence agency,” Mr. Schiff said, referring to Russian military intelligence and a Russian intelligence hacker.",0,0
6nyt18,tn,0.0,"Representative Jerrold Nadler, a Democrat who represents the district that includes ground zero, said he doubted that the fight over the mosque would inflict much damage on fellow Democrats in the November elections.",0,0
6nyt27,tn,0.0,But Mr. Gingrich showed no sign of backing down on Monday.,0,0
53fox25,tn,0.0,"Campaign aides say Huckabee’s path to winning the party nomination this time will be to appeal to working-class cultural conservatives, pitching their candidate as an economic populist and foreign affairs hawk who holds deeply conservative views on social issues such as abortion and gay marriage.",0,0
56nyt39,tn,0.0,"“You maybe get a political issue, but you won’t get results.",0,0
63hpo1,tn,0.0,"Asked for her reaction to Tlaib’s “colorful language” ― the new Democratic congresswoman vowed to “impeach that motherfucker,” referring to Trump ― Pelosi said it was a free speech issue.",0,0
63hpo2,tn,0.0,"“I probably have a generational reaction to it, but in any event I’m not in the censorship business,” she told MSNBC’s Joy Reid in a town hall interview set to air in full Friday evening.",0,0
63hpo14,tn,0.0,"Pelosi told Reid that the comment might fire up Trump’s base, but doesn’t actually make much of a difference to actual House business.",0,0
62hpo2,tn,0.0,"They are not secret, in that every member of Congress has been briefed,"" he said during a speech in San Jose, Calif.",0,0
62hpo20,fn,0.0,"Obama ran as an antidote to Bush's policies in 2008, but the reports reveal that he has continued many of them, leading to concerns over the reach of the national security state.",1,0
89fox8,fn,0.0,“That’s just equality 101.”,1,0
89fox17,tn,0.0,"To the extent that we need to clarify through legislative action, we plan to do just that.”",0,0
89fox21,tn,0.0,"Bosma acknowledged a major concern is whether businesses will now be legally permitted to deny services to some people, as a result of the law, and that even he is unclear.",0,0
88fox10,tp,0.0,"""She's no rookie to these high-profile deals — she gives both sides their due,"" said Doug Cole, a political consultant whose firm has run all of Brewer's campaigns for decades.",1,0
57hpo1,tp,0.0,"“I can’t imagine what this place would be ― I can’t imagine what the country would be ― with Donald Trump as our president,” Ginsburg told The New York Times in an article published Sunday.",1,0
57hpo11,fn,0.0,"Dmitry Bam, a professor at the University of Maine School of Law who has written on judicial recusals and ethics, said “there is little question that she has crossed a line.”",1,0
56hpo6,tn,0.0,"MoveOn.org, one of the most influential progressive organizations in Washington, similarly panned the agreement that 33 Senate Democrats voted to advance to a final vote on Monday.",0,0
62nyt1,tn,0.0,"After rushing to declassify some carefully selected descriptions of the programs, James R. Clapper Jr., the director of national intelligence, conceded for the first time that the Prism program existed.",0,0
62nyt14,tn,0.0,"In separate but identical letters sent on Oct. 19, 2011, Assistant Attorney General Ronald Weich told two of Congress’s most outspoken critics of the efforts, Senators Ron Wyden of Oregon and Mark Udall of Colorado, both Democrats, that in December 2009 and February 2011 the Justice Department and intelligence agencies provided a classified document to Congress describing the surveillance efforts in detail.",0,0
63nyt1,tn,0.0,"But it took little more than 24 hours this week for a freshman House Democrat’s exuberant, expletive-laden impeachment promise to upend the bonhomie of a new Congress and prompt President Trump, by his own telling, to ask the newly elected speaker if Democrats planned to impeach him.",0,1
63nyt22,tn,0.0,"“And when your son looks at you and says: ’Momma, look, you won. Bullies don’t win.’",0,0
66fox0,tn,0.0,"WASHINGTON – Legally married same-sex couples will now be allowed to file federal joint tax returns, the IRS and Treasury Department announced Thursday.",0,0
66fox6,tn,0.0,"""Today's ruling provides certainty and clear, coherent tax filing guidance for all legally married same-sex couples nationwide.",0,0
67fox9,tp,0.0,"""AARP's new and welcome position is a positive step towards the type of reforms I've championed, and I look forward to working with the organization to shape the changes in a way that makes the least detrimental impact to present and future retirees,"" she said in a statement.",1,0
67fox16,tn,0.0,"Asked about the possibility of Social Security entering budget talks at some point, White House Press Secretary Jay Carney reiterated past statements in saying President Obama does not see Social Security as a ""driver"" of the country's near-term deficits.",0,0
67fox18,tn,0.0,The back-and-forth comes amid new warnings about the future of Social Security.,0,0
15nyt3,tp,0.0,"Pacing the stage without a prepared text and raising his voice to a shout at times, he vowed to campaign and govern as a colorful teller of difficult truths, even if “it makes you cringe every once in a while.”",1,0
15nyt12,fp,0.0,"Mr. Christie, whose dazzling rise as a national Republican in his first term was matched only by his spectacular loss of stature at home in his second, entered the presidential race bearing little resemblance to the candidate he once expected to be.",0,1
15nyt15,tp,0.0,The administration he pledged would be a paragon of ethics has instead conspired to mire an entire town in traffic and the governor’s office in scandal.,1,0
14nyt6,tn,0.0,"A grand jury has been convened and was scheduled to meet Wednesday to begin hearing evidence, said Edward Magee, a spokesman for Robert P. McCulloch, the prosecuting attorney for St. Louis County.",0,0
14nyt10,tn,0.0,"“I know the pain the Brown family is going through right now,” he said.",0,0
14nyt22,tn,0.0,"“And beyond the investigation itself, we will work with the police, civil rights leaders, and members of the public to ensure that this tragedy can give rise to new understanding — and robust action — aimed at bridging persistent gaps between law enforcement officials and the communities we serve.”",0,0
14nyt26,fn,0.0,"Norm Stamper, the former Seattle police chief who was in charge during the protests that rocked that city in 1999, said that the wrong tone was set from the first day in Ferguson.",1,0
14nyt43,fn,0.0,"When a demonstration ended shortly before midnight, many of the demonstrators prayed.",1,0
10fox31,fp,0.0,"""Today the Congress regulates our lives and redistributes our wealth in ways that would shock the Founders,"" he said.",0,0
87nyt7,fn,0.0,"The Perry ad was denounced by the Log Cabin Republicans, a gay men and lesbian group, which said it was “wrong for Governor Perry to assume being a person of faith does not afford one to support equality.”",1,0
69hpo3,tn,0.0,"""And I say that because in the unclassified ARB, it is -- I quote: 'Key questions surrounding the identity, actions and motivations of the perpetrators remain to be determined.'""",0,0
86nyt6,tn,0.0,"“My views on treating allies with respect and also being cleareyed about both malign actors and strategic competitors are strongly held,” Mr. Mattis wrote.",0,0
68hpo5,tn,0.0,Congressman Grimm asserts his innocence of any wrongdoing.,0,0
83fox4,fn,0.0,Americans don’t believe their leaders in Washington are listening and now is the time to change that.,1,0
83fox8,tn,0.0,“Eric is a good friend and I have tremendous respect for him.,0,0
83fox12,tn,0.0,Americans don’t believe their leaders in Washington are listening and now is the time to change that.”,0,0
83fox14,tn,0.0,"Economics professor Dave Brat, the Tea Party candidate who defeated Cantor, attacked the congressman as soft on border security and on people who come here illegally.",0,0
83fox26,tn,0.0,"Labrador supports a path to legal status, but only after evidence that enforcement has been improved, he has said.",0,0
82fox5,tp,0.0,"Bloomberg contrasted his business history with Trump's, saying ""I’ve built a business, and I didn’t start it with a million-dollar check from my father.""",1,0
82fox13,tp,0.0,"He deemed Trump's economic plan ""a con"" and ""a disaster in the making.""",1,0
58fox29,tn,0.0,"Fellow Democratic Sen. Chris Coons of Delaware slammed McConnell for refusing ""to meaningfully negotiate with Senate Democrats,"" but also called Trump's offer ""a first step toward comprehensive immigration reform.""",0,1
58fox48,tn,0.0,"“Compromise is not a sign of weakness — it’s a sign of strength, particularly when hundreds of thousands of families are being harmed.",0,0
58fox62,tn,0.0,,0,0
59fox8,tn,0.0,Boehner last week put a counter-proposal on the table that included $800 billion in revenue increases over the next decade.,0,0
8fox8,tp,0.0,"“[Obama] demonstrated a disregard for our moral purpose that at times flirted with disdain,” said Rubio, the son of Cuban immigrants.",1,0
21hpo5,tn,0.0,"In a statement, he said he intends to defend the state's marijuana laws.",0,0
36nyt9,tn,0.0,"At a news conference at the United Nations a little more than a week after The Times’s report, Mrs. Clinton first said she “chose not to keep” her private personal emails.",0,0
37nyt3,tn,0.0,"“Well, if he’s such a student of history, has he not understood that you know that’s the one thing you don’t do, is engage in a land war in Afghanistan?”",0,0
37nyt16,tn,0.0,"When Mr. Steele made the remarks, he was speaking to Republican contributors at a fund-raiser in Connecticut.",0,0
32fox0,tn,0.0,Sen. Ted Cruz has laid down the gauntlet in the growing war of words with Donald Trump over the Republican presidential candidates’ wives.,0,0
91hpo30,tn,0.0,But the organization has already harshly criticized the Obama administration for overreach.,0,1
91hpo37,tn,0.0,"The president's plan also calls on Congress to allocate resources to help schools, other educational institutions and houses of worship develop emergency management plans.",0,0
91hpo51,tn,0.0,We tried to be as comprehensive as possible.,0,0
90hpo4,tn,0.0,"When it becomes injected or infused with politics, that's a problem.""",0,0
90hpo6,fn,0.0,"Netanyahu was invited to speak in front of a joint session of Congress by House Speaker John Boehner (R-Ohio), who did not seek approval from the White House before sending the invitation.",1,0
75hpo12,tn,0.0,"Sen. Kirsten Gillibrand (D-N.Y.) said that the report should be released “without delay,” and House Speaker Nancy Pelosi (D-Calif.) and Senate Minority Leader Chuck Schumer (D-N.Y.) released a joint statement in agreement.",0,0
41nyt1,tn,0.0,"Now that President Obama, long a supporter of civil unions, has publicly embraced same-sex marriage, the question of precisely what legal status and protections should be granted to gay couples is emerging as an issue of the starkest possible contrast between the two presidential candidates.",0,0
41nyt6,tn,0.0,"“I don’t favor civil unions if it’s identical to marriage, and I don’t favor marriage between people of the same gender.”",0,0
41nyt13,tn,0.0,"Republicans and Democrats, in their reactions to the president’s support for same-sex marriage, said they saw a newly wide, and seemingly unbridgeable, gap between the two leaders on the issue.",0,0
40nyt9,fn,0.0,"Mr. Ryan tried to be respectful, listening to the vice president with a tilted head, choirboy smile and puppy-dog eyes, but he showed his irritation when Mr. Biden kept interrupting to attack his policy on Medicare.",1,0
40nyt12,tn,0.0,"He had to be contained and courteous when he debated Sarah Palin four years ago, lest he look like a bully.",0,1
45fox30,tn,0.0,"The Secret Service maintains a wide database of groups and individuals who have made threats in the past against presidents or other top political leaders and activists via email, letters or on social media.",0,0
44fox5,tn,0.0,"Democrats face an uphill battle in their efforts to take back the House, where Republicans hold a 242-190 seat advantage.",0,0
71fox1,tn,0.0,"Now it has become a symbol of whether you stand for or against same-sex marriage, or – alternately – the right to express your personal views without fear of retaliation.",0,0
71fox4,tn,0.0,“So I came out here to support Chick-fil-A and the movement.”,0,0
75nyt20,fp,0.0,"No one, including the president, is above the law.”",0,0
40hpo3,tn,0.0,"Two instant surveys of Americans watching the debate -- one by CBS, one by CNN -- showed mixed results.",0,0
40hpo53,fn,0.0,"But Biden, as expected, attempted to plow him over with broadsides.",1,0
40hpo59,tn,0.0,"He acknowledged that Romney’s Medicare plan would not cost seniors an extra $6,400 a year, despite the claim in a recently launched Obama campaign ad.",0,0
38fox21,tn,0.0,“We’ve done it in the past and we’ll do it again.,0,0
39fox1,tn,0.0,"Top Republican Sen. John Thune, of South Dakota, all but confirmed Wednesday that his party is willing to use what’s known as the “nuclear option,” to lower the vote threshold to confirm Judge Neil Gorsuch if Democrats try to filibuster.",0,0
39fox18,tn,0.0,"“If they don’t find Gorsuch acceptable, are they taking the position the vacancy should never be filled? At all?”",0,0
37hpo9,tn,0.0,"There are, of course, those who think we should pull out of Afghanistan, and they’re certainly entitled to make their case.",0,0
36hpo12,fn,0.0,"She admitted that “looking back,” it would have been better to carry the second phone.",1,0
95FOX11,fp,0.0,"Harf added that the department turned over about 300 emails to the Benghazi select committee, and noted that Clinton's successor as secretary of state, John Kerry, ""is the first ... to rely primarily on a state.gov email account.""",0,0
91nyt9,tn,0.0,The administration’s strategy reflects the uncertainty of gun politics in America and the desire by White House officials to address the Connecticut shooting while also confronting the broader deficiencies in the country’s criminal justice and mental health systems.,0,0
