uniq_idx,error,fold,sentence,bias,lex_bias
45nyt0,tn,0.0,"Federal authorities made an arrest on Friday in connection with the nationwide bombing campaign against outspoken critics of President Trump, a significant breakthrough in a case that has gripped the country in the days leading up to the midterm elections.",0,0
45nyt5,tn,0.0,The records listed Mr. Sayoc’s occupation as “manager.”,0,0
45nyt8,tn,0.0,“Has no furniture.”,0,0
45nyt15,tn,0.0,"Sometimes the door would be ajar or a window would be open, which indicated to me that maybe somebody was living in the van.”",0,0
45nyt32,tn,0.0,"All together, 12 crude explosive devices have been found since Monday, sent through the mail to a host of Democrats and other prominent figures who have been among Mr. Trump’s most vocal detractors. ",0,0
45nyt37,tn,,The first package was discovered on Monday afternoon at the suburban New York home of Mr. Soros. ,0,0
40fox4,fn,0.0,He chuckled and smirked through many of Ryan's responses.,1,0
40fox13,tn,0.0,"""This is not what a real recovery looks like,"" Ryan said.",0,0
40fox19,tn,0.0,Ryan opened the debate with tough criticism of the Obama administration over its handling of the Libya terror attack.,0,0
40fox37,fp,,"Ryan shot back: ""They got caught with their hand in the cookie jar turning Medicare into a piggy bank for ObamaCare.""",0,0
72fox2,tn,,"That’s why I know Hillary will be so good at it,"" the president said, in the video posted on Clinton's campaign site.",0,0
72fox16,tn,,"He did not, however, say specifically whether he would still be an active candidate by then, taking no questions from the press before heading over to a meeting with Senate Minority Leader Harry Reid.",0,0
72fox18,tn,,"They met for over an hour, and Fox News is told no staff or aides were present.",0,0
72fox32,tn,,"Sanders and the DNC chairwoman have been at odds for months, with Sanders’ team long accusing her of helping now-presumptive nominee Clinton.",0,0
73fox0,tn,0.0,"Democratic Attorney General Richard Blumenthal, once thought to be a shoo-in for the seat being vacated by Sen. Chris Dodd, D-CT, finds himself on the political ropes after a newspaper exposed a past incorrect statement regarding his service in Vietnam, and Republicans smell an opening.",0,0
76nyt2,tn,,"The letter goes on: “With little time left in this Congressional session, legislative scheduling should be focused on these critical priorities. ",0,0
76nyt3,tn,,"While there are other items that might ultimately be worthy of the Senate’s attention, we cannot agree to prioritize any matters above the critical issues of funding the government and preventing a job-killing tax hike.”",0,0
98hpo8,tn,0.0,Immigration activists have targeted McCarthy specifically due to his high rank in the House GOP.,0,0
77nyt1,tn,0.0,"Mr. Trump and his allies seized on the texts — exchanged during the 2016 campaign with a former F.B.I. lawyer, Lisa Page — in assailing the Russia investigation as an illegitimate “witch hunt.” ",0,0
77nyt3,tn,0.0,"Along with writing the texts, Mr. Strzok was accused of sending a highly sensitive search warrant to his personal email account.",0,0
77nyt4,tn,0.0,"The F.B.I. had been under immense political pressure by Mr. Trump to dismiss Mr. Strzok, who was removed last summer from the staff of the special counsel, Robert S. Mueller III. ",0,0
77nyt16,tn,,Mr. Strzok’s text exchanges with Ms. Page demonstrated animosity toward Mr. Trump. ,0,0
77nyt25,fp,0.0,Mr. Strzok became emblematic of Mr. Trump’s unfounded assertions that a so-called deep state of bureaucrats opposed to him was undermining his presidency. ,0,1
77nyt27,tn,,"Mr. Strzok told lawmakers that he never leaked information about the Russia inquiry, which could have upended the election and hurt Mr. Trump’s chances of becoming president.",0,0
77nyt35,tn,,"The delays were merely the “result of bureaucratic snafus,” Mr. Strzok’s lawyer wrote last month in USA Today.",0,0
77nyt45,tn,0.0,"The firing was politically motivated, Mr. McCabe has said, as an effort to discredit him as a witness in the special counsel investigation.",0,0
99hpo7,tn,0.0,"“And if I did” spend campaign funds improperly, he said, “it was an accident and I paid it back.”",0,0
99hpo10,tn,,"“The Hunters knew that many of their desired purchases could be made only by using campaign funds, since they did not otherwise have sufficient personal funds to pay for their purchases.”",0,0
99hpo17,tn,0.0,"“The Republicans left in California are pretty well-liked by their constituents,” he said.",0,0
43hpo13,tn,0.0,"In a speech in Jakarta last year, Obama remarked that the American ""motto is E pluribus unum -- out of many, one.""",0,0
43hpo15,tn,0.0,"Minnesota congresswoman and now-GOP presidential candidate Michele Bachmann and other members of the Congressional Prayer Caucus piled on weeks later, penning a letter to Obama chastising him for his alleged failure to the use the word ""God"" and ""Creator"" more in his public speeches, especially abroad.",0,0
42HPO7,tn,,The final wording won't be released until the NAACP's national board of directors approves the resolution during its meeting in October.,0,0
42HPO9,tn,,"It said something could evolve ""and become more dangerous for that small percentage of people that really think our country has been taken away from them.""",0,0
42HPO15,tn,,Poulter said he has seen no evidence of racism within the movement.,0,0
42HPO16,fp,0.0,"""It's unfounded, but people are running with these accusations like they are true,"" he said.",0,0
35hpo1,tn,,"“I will no longer speak to the press ever again after today,” he told reporters Wednesday.",0,0
35hpo9,tn,,I’m not saying that I am going to finish it.”,0,0
35hpo23,tn,,“The Republican Senate caucus has clearly stated that we need an acceptable plan for corrective action before the determination of whether the Legislature should convene is made.”,0,0
48nyt3,tn,,"No matter how intrusive and partisan our politics can become, this does not justify a poor response.”",0,0
48nyt8,tn,,"“Tell me who you are,” Mr. Etheridge said. “Tell me who you are.”",0,0
48nyt14,tp,0.0,“His conduct is unbecoming of a member of Congress.”,1,0
49nyt14,tn,,The article itself seems to have spawned little outrage.,0,0
49nyt16,tp,,"In 2009, the editors selected a photo of Sarah Palin in running shorts, which the former governor — and many others — called “sexist.”",1,0
97fox4,tn,0.0,"The campaign and the state party intend to cooperate with the U.S. Attorney's office and the state legislative committee and will respond to the subpoenas accordingly.""",0,0
93nyt13,tn,,"All but $190,450 of their personal charitable giving passed through their philanthropic entity, the Clinton Family Foundation, the returns show.",0,0
93nyt17,tn,,"Her standard rate was $225,000.",0,0
93nyt21,tn,0.0,"Besides the royalties from his books and his speaking fees, Mr. Clinton earned nearly $20 million between 2011 and 2014 for advising or consulting companies.",0,0
93nyt22,tn,0.0,"“We’ve come a long way from my days going door to door for the Children’s Defense Fund and earning $16,450 as a young law professor in Arkansas — and we owe it to the opportunities America provides,” Mrs. Clinton said in her statement.",0,0
92nyt3,tn,,"Mr. Cowan, 43, who is known as Mo, is a former partner in the politically connected law firm of Mintz Levin and will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978.",0,0
92nyt17,tn,0.0,"The June 25 special election would be Mr. Brown’s third statewide Senate race in three years, starting with his win in a special election in January 2010 to finish Senator Edward M. Kennedy’s term.",0,0
92nyt20,tn,0.0,"Several Democrats, including Mr. Kerry, have closed ranks behind him in the hopes of discouraging anyone else from getting in and avoiding a bruising primary.",0,0
92nyt23,tn,,"The rough and tumble of the coming campaign seemed far away at Wednesday’s news conference, which was attended by Mr. Cowan’s wife, Stacey, and their two young sons.",0,0
92nyt24,tn,0.0,"“He’s cool,” Lt. Gov. Timothy Murray said of Mr. Cowan. “Tom Brady, George Clooney, James Bond and the president have nothing on Mo.”",0,0
35nyt5,fn,,"Behind the scenes, state lawmakers — Democrats and Senate Republicans — exasperated after six years of political controversies and what they saw as erratic behavior, were scrambling to figure out what, if anything, they could do to formally address this latest crisis.",1,0
35nyt23,tn,0.0,"Mr. LePage’s six years in office here, which began as part of the Tea Party sweep in 2010, have been marked by controversy.",0,0
34nyt13,tn,,But fellow Republicans suggested that he had not.,0,0
31fox9,tn,,"Opening up about his troubled past, Beck told the crowd, ""People need to understand that life is not fair.",0,0
31fox19,fn,,"""None of this would have happened without Glenn,"" she said.",1,0
30fox2,tn,0.0,"Members of Congress are calling her evasive, and question why she didn't reveal the program sooner -- plus her history at the Federal Elections Commission is coming under scrutiny.",0,1
30fox9,tn,0.0,"She said: ""Well there's a questionnaire that began this discussion and there's also a questionnaire out there that is seeking info from 501 c3,4,5 organizations.""",0,0
30fox13,tn,0.0,"Under her direction, the FEC undertook the largest enforcement action in its history -- suing the Christian Coalition for violating campaign laws.",0,0
30fox18,fn,0.0,"""She was in effect being promoted for what she had done at the Federal Election Commission and now was going to be expected ... to replicate that at the IRS and now we know that's exactly what happened,"" he said.",1,0
30fox22,tn,0.0,"""I have not broken any laws. I have not violated any IRS rules or regulations, and I have not provided false information to this or any other congressional committee.""",0,0
49hpo1,tn,,"The cover shows Bachmann standing against a stark blue background, looking directly into the camera with a wide-eyed expression.",0,0
49hpo4,tp,,"Conservative websites are already crying foul over the cover, with some saying it makes Bachmann look ""crazy"" and one blogger asking, ""Can anyone really say with a straight face that the mainstream media is not totally biased against conservatives?""",1,0
48hpo4,tn,,"In the next shot, Etheridge grabs the reporter’s wrist and continually asks him to identify himself.",0,0
48hpo14,fn,,His response was to hit away a video camera and assault a student.,1,0
48hpo31,tn,,"“Motives matter, and I think you can see who was behind this,” Woodhouse said.",0,0
48hpo35,fp,,Republicans know if they admit their involvement in this game of gotcha it will undermine their credibility.,0,0
48hpo42,tn,,"No matter how intrusive and partisan our politics can become, this does not justify a poor response.",0,0
79fox0,tn,0.0,Lawmakers at the scene of Wednesday’s baseball practice shooting described themselves as “sitting ducks” and said the violence would have been a “massacre” if not for Majority Whip Steve Scalise's detail -- spurring new questions over whether congressional security practices should be overhauled.,0,0
79fox3,tn,0.0,"The Congressman will require additional operations, and will be in the hospital for some time.""",0,0
79fox4,tn,,"Scalise, R-La., like other members of leadership, is assigned a full-time security detail from U.S. Capitol Police, who guard him in Washington and at home in his district.",0,0
79fox5,tn,0.0,His detail was credited with putting down the attacker and saving lives.,0,0
79fox6,fn,,"“If Scalise was not there, he’s the one with security detail, we wouldn’t have had any protection and God knows how bad that might have been,” Rep. Brad Wenstrup, R-Ohio, told ""Fox & Friends.""",1,0
79fox10,tn,0.0,"“Forty guys get together at the same time, that would be a major security event normally, but I think we got a little excited and didn’t think things through as well as we could have.”",0,0
79fox13,tn,0.0,"The Wednesday attack injured Scalise; Matt Mika, a lobbyist for Tyson Foods; Zack Barth, a staffer from Texas Rep. Roger Williams’ office; and two U.S. Capitol Police officers, Special Agents Crystal Griner and David Bailey.",0,0
79fox25,tn,0.0,Rogers was injured during the attack when he dove into the dugout “like a pool without water.”,0,0
79fox29,tn,,"U.S. Capitol Police have not announced any increased security measures for congressional lawmakers, but said they will “continue to provide a robust and visible presence” around the Capitol.",0,0
92hpo9,fp,,"Like Patrick, who grew up on the South Side of Chicago before attending Milton Academy, Harvard and Harvard Law, Cowan came from a poor background to Boston for education and made a career there.",0,0
92hpo17,tn,,"Patrick on Wednesday was asked to reflect on the fact that eight years ago, the highest black official in the state was Suffolk County D.A. Ralph Martin.",0,0
92hpo37,tn,0.0,"Former Sen. Scott Brown (R-Mass.) has not said what he will do, but the Associated Press reported Tuesday that he was ""leaning strongly"" towards a run and would likely announce his candidacy early next week.",0,0
93hpo5,tn,0.0,"""We’ve come a long way from my days going door to door for the Children’s Defense Fund and earning $16,450 as a young law professor in Arkansas—and we owe it to the opportunities America provides,"" Clinton said in a statement accompanying the returns.",0,0
77hpo11,tn,0.0,"Strzok subsequently joined the Mueller team, but left the team as soon as Mueller became aware of his anti-Trump texts.",0,0
99nyt5,tn,,"Mr. Collins, who is accused of passing insider information to his son about a drug company on whose board he served, has said he expects to be “fully vindicated and exonerated.”",0,0
99nyt16,tn,,"The indictment details scores of instances, beginning in 2009 and continuing through 2016, in which the Justice Department said the Hunters spent campaign money on themselves.",0,0
99nyt27,tn,0.0,The Hunters are scheduled to be arraigned Thursday morning in San Diego.,0,0
76hpo8,tn,0.0,"In addition, I intend to file cloture this week on the 9/11 health bill.",0,0
98nyt18,tn,0.0,"Critics worry that House Republican leaders and Senate Democrats are essentially negotiating a final deal, bypassing formal House-Senate negotiations, where conservatives had hoped to derail the process.",0,0
42NYT6,tn,,"He added: “Knowing that the consequence of silence is violence in these times, we’re saying stand up and say enough is enough.",0,0
42NYT7,tn,0.0,They need to make clear that there is no place for the bigots in the Tea Party movement.”,0,0
43nyt4,tn,0.0,"Invoking patriotism as well as divine intervention – Mr. Obama stood against the backdrop of a giant American flag – he spoke before an audience that included unemployed construction workers, whose industry is among the hardest hit by the housing bust.",0,0
43nyt9,tn,,Mr. Obama said the two leaders and other Republicans had supported public-works investments in the past.,0,0
43nyt18,tn,0.0,"Mr. Obama’s transportation secretary, Ray LaHood, a former Republican congressman from Illinois, appeared with him at the Key Bridge and then went to the Capitol to meet with lawmakers.",0,0
46fox6,tn,0.0,Clinton was interviewed by FBI agents as part of the investigation into her exclusive use of a private email system while secretary of state. ,0,0
46fox15,tn,,"That tweet immediately caused problems for the White House, as some legal experts said it potentially exposed the president to obstruction of justice allegations – since, according to the tweet, he would have known Flynn lied to agents when he allegedly asked Comey to lay off the Flynn investigation and later fired Comey. ",0,0
46fox22,tn,0.0,"Sen. Dianne Feinstein, D-Calif., the top Democrat on the Senate Judiciary Committee, said on NBC’s “Meet the Press” on Sunday that the panel has begun to see ""the putting together of a case of obstruction of justice"" against Trump.",0,0
47fox5,tn,0.0,"Trump uses Twitter on a daily basis, and his campaign was credited for its use of Facebook as one of the ways it secured its victory in November 2016.",0,0
5hpo2,tn,0.0,"According to messages obtained by The Atlantic’s Julia Ioffe, Trump Jr. messaged with the WikiLeaks account between September 2016 and July 2017.",0,0
5hpo4,fn,0.0,"(Federal officials believe WikiLeaks published material, including emails from the Democratic National Committee’s servers, that had been obtained via Russian hackers.)",1,0
5hpo16,tn,,"“The vice president was never aware of anyone associated with the campaign being in contact with WikiLeaks,” said Pence press secretary Alyssa Farah.",0,0
5hpo17,tn,,“He first learned of this news from a published report earlier tonight.”,0,0
5hpo20,tn,0.0,"“I think all of us have, you know, have had concerns about WikiLeaks over the years, and it’s just a reality of American life today, and of life in the wider world.”",0,0
5hpo25,tn,0.0,"Trump Jr. is expected to publicly testify before the Senate Judiciary Committee, according to the panel’s top Democrat, Sen. Dianne Feinstein of California.",0,0
28nyt8,tn,,"It’s special,” he told reporters later at a joint East Room news conference with Mr. Santos.",0,0
28nyt16,tn,,"All three men are under consideration, the administration officials said, even if Mr. Lieberman, who was Al Gore’s running mate in the 2000 presidential campaign, is the front-runner.",0,0
4hpo0,tn,0.0,"A Republican staffer on Friday apologized for a Facebook post that criticized Malia and Sasha Obama's appearance at the annual White House turkey pardon ceremony, one of America's silliest holiday traditions.",0,0
29nyt0,tn,0.0,"Republican officials in Alabama staunchly defended their party’s Senate nominee, Roy S. Moore, after a report that he had made sexual advances toward four teenage girls when he was in his 30s.",0,1
29nyt6,fn,,"The story was met with immediate backlash from Republicans in Alabama, several of whom dismissed the women’s stories out of hand.",1,0
29nyt11,tn,0.0,He said that he and other Alabama Republicans would continue to support their candidate and echoed Mr. Moore’s assertion that the Democratic Party had been behind the story.,0,0
29nyt17,tn,0.0,"“If they believe this man is predatory, they are guilty of allowing him to exist for 40 years,” he said.",0,0
29nyt20,tn,,"Daniel Dale, a reporter for The Toronto Star, contacted multiple Republican officials in the state and kept a running report of their responses to the story.",0,0
29nyt26,tn,,"Riley Seibenhener, the party chairman in Geneva County, told Mr. Dale that if the allegations were true, he would not support the candidate.",0,0
54hpo12,tn,0.0,The Georgetown scholars pointed to the devastating impact of cuts in food programs that keep the poor from starvation.,0,0
55hpo0,tn,0.0,"Former Mexican President Vicente Fox says Mexico will not pay for a wall along the U.S. border, despite what GOP presidential hopeful Donald Trump may claim.",0,0
55hpo10,tn,0.0,"""They're followers of a false prophet.""",0,1
61nyt17,tn,,But Mr. Romney’s campaign is also trying hard to make sure that the convention projects an image that swing voters in battleground states will find appealing.,0,0
60nyt2,fn,0.0,“It’s ridiculous. It’s ridiculous. And it has to end.”,1,0
60nyt19,tp,,"“The notion that simply being born within the geographical limits of the United States automatically confers U.S. citizenship is an absurdity — historically, constitutionally, philosophically and practically,” Mr. Anton wrote in July.",1,0
60nyt24,tn,0.0,"His discussion of the idea comes after the administration announced it was streaming more than 5,000 active-duty troops to the southern border, part of an election-season rash of executive action Mr. Trump has undertaken as he works to energize his anti-immigrant base.",0,0
60nyt33,tn,0.0,"“We’re a nation of immigrants made better by the diversity of its people, especially in NJ.",0,0
60nyt34,tn,0.0,We need compassionate comprehensive immigration reform now.”,0,0
60nyt41,tn,0.0,“How would this be possible if the U.S. had no jurisdiction over them?”,0,0
65FOX3,tn,0.0,"During a press conference in the state capital of Little Rock, Hutchinson said he wants to strike the ""right balance.""",0,0
65FOX17,fn,0.0,"Little Rock's mayor, the city's Chamber of Commerce and Arkansas-based data services company Acxiom all urged the governor to reject the measure in recent days.",1,0
65FOX18,tn,0.0,"The Human Rights Campaign, the nation's largest lesbian, gay, bisexual and transgender rights group, has run ads in Silicon Valley targeting technology firms Hutchinson hopes to attract to the state.",0,0
65FOX21,tn,,"""Governor Pence falsely tried to suggest the law is the same as the 1993 law.",0,0
65FOX22,fp,0.0,"That is not true.""",0,0
65FOX23,tn,0.0,"Earnest also said the Indiana law was a ""significant expansion"" of current law.",0,0
16nyt20,tn,,"The Justice Department is fighting the law, which has not taken effect yet.",0,0
17nyt8,tn,0.0,“Thank you and I look forward to talking to you Monday evening.”,0,0
17nyt15,tn,,The 168-member committee will elect a chairman during its meeting in January.,0,0
12fox12,tn,,"While a few have focused on school security -- South Dakota has already approved legislation allowing for teachers to be armed -- many have concentrated on enacting or expanding assault weapons bans, strengthening background checks and passing other measures to restrict access to firearms.",0,0
13fox13,tn,0.0,"""Legal, well-regulated sport hunting as part of a sound management program can benefit certain species by providing incentives to local communities to conserve those species and by putting much-needed revenue back into conservation,"" the agency said in a statement.",0,0
13fox15,tn,,"As a result, the number of African elephants has shrunk from about 5 million a century ago to about 400,000 remaining.",0,0
84nyt3,tn,0.0,"“Of course I was surprised, who wouldn’t be?” said the legislator, Representative Carl Seel.",0,0
84nyt4,fn,,"“I’m honored to get the ability to meet with him and discuss it, and I want to thank him for being such a supporter of this issue.”",1,0
84nyt10,tn,0.0,"Kelly Townsend, a founder of the Greater Phoenix Tea Party, said Mr. Trump told them that he was interested in learning more about the legislation in Arizona.",0,0
84nyt13,tn,0.0,"“It’s not about Mr. Obama. It’s about preventing any questions from coming up in the future, putting something in place so no one could question it.”",0,0
85nyt4,tn,,“I used money I shouldn’t have used for personal purposes.”,0,0
85nyt12,fn,,"But as the federal authorities investigated Gov. Rod R. Blagojevich of Illinois over his efforts to sell the Senate seat that President Obama vacated in 2008, they uncovered evidence that one of Mr. Jackson’s friends had offered to make a contribution to Mr. Blagojevich’s campaign in exchange for the seat.",1,0
85nyt15,tn,0.0,"After winning re-election in November, he resigned, citing his health and the federal investigation into his use of campaign money.",0,0
85nyt22,tn,,"On at least two instances, Mr. Jackson and his wife used campaign money at Build-A-Bear Workshop, a store where patrons can create stuffed animals.",0,0
80fox24,tn,0.0,Much of the hour-long argument delved into the tedious details of class action law and if the Wal-Mart women could properly certify their claims into a single case.,0,0
81fox4,tn,0.0,"However, Brat offset the cash disadvantage with endorsements from conservative activists like radio host Laura Ingraham and with help from local Tea Party activists angry at Cantor.",0,0
23hpo3,tn,,"Citing the Fifth Amendment right against self-incrimination, Flynn’s lawyer said on Monday that Flynn would not comply with subpoenas from the Senate intelligence committee, which is conducting its own parallel investigation into Russia’s interference in the election and whether it colluded with President Donald Trump’s associates.",0,0
23hpo9,tn,,Trump implied earlier this month that he had “tapes” of discussions with recently fired FBI Director James Comey that would be damaging to Comey.,0,0
22hpo10,fn,0.0,"House Democrats rejected Obama's trade agenda Friday by blocking a measure that would have granted him the power to fast-track sweeping, secretive international agreements through Congress.",1,0
22hpo11,tn,,Clinton refrained from mentioning trade in her official campaign kickoff speech that took place at New York City's Roosevelt Island on Saturday.,0,0
84hpo8,tp,,"""How come his own family doesn't know which hospital he was born in?",1,0
84hpo11,tn,0.0,"In other words, it doesn't say how much they paid, where is the doctor, here's your room bill.""",0,0
84hpo24,tn,0.0,"""I'm only interested in Libya if we get the oil,"" Trump said.",0,0
26fox4,fn,,"He indicated he was not shifting on his demand for more than $5 billion for funding for a wall on the southern border, saying it was necessary as the border is a ""dangerous, horrible disaster.""",1,0
26fox35,tn,0.0,"“We think we're hopeful because the people that elected Nancy Pelosi didn't elect her to come up here and do nothing and didn't elect her to play political games,” she said. ",0,0
22nyt0,tn,,"DES MOINES – Hillary Rodham Clinton on Sunday urged President Obama to listen to congressional Democrats – particular the House minority leader, Nancy Pelosi – and make changes to the Trans-Pacific Partnership trade deal that reflect their concerns about protecting American jobs and wages.",0,0
22nyt15,tn,,"I kind of fall in the group that says, ‘Let’s find out what’s in it, and let’s make it as good as it can be before we make the decision.’”",0,0
22nyt23,tn,0.0,"“But now I think the president and his team could have a chance to drive a harder bargain, because they are now in the position of saying to all of these other countries ‘we need to maximize the number of winners.’”",0,0
23nyt7,tn,0.0,"A spokeswoman for Representative K. Michael Conaway of Texas, the Republican leading the investigation, did not immediately respond to a request for comment.",0,0
23nyt13,tn,0.0,"The Flynn Intel Group was paid more than $500,000 to represent Turkey in a dispute with the United States government while Mr. Flynn was advising the Trump campaign.",0,0
23nyt19,fp,,"Lying to federal officials is a felony, punishable by up to five years in prison.",0,0
0fox0,fn,0.0,"Paul Ryan went on offense Tuesday in response to criticism over his Medicare plan, using an interview with Fox News coupled with a new TV ad to claim President Obama’s health care plan treats the treasured entitlement like a “piggy bank,” while the “Romney-Ryan” plan preserves it.",1,0
0fox1,tn,0.0,"Ryan, in his first one-on-one interview since being named Saturday as Mitt Romney’s running mate, told Fox News on Tuesday he thinks Medicare can be a winning issue for their campaign.",0,0
0fox2,tn,,"""We're the ones who are offering a plan to save Medicare, to protect Medicare, to strengthen Medicare,"" Ryan said.",0,0
0fox10,tn,0.0,The Romney campaign retorted with an ad of its own Tuesday.,0,0
0fox22,tn,,"“The savings his ad attacks do not cut a single guaranteed Medicare benefit, and Mitt Romney embraced the very same savings when he promised he’d sign Paul Ryan’s budget,” Smith said.",0,0
0fox30,tn,0.0,And the ObamaCare cuts he referenced would likely come in the form of lower payments to providers.,0,0
0fox33,tn,,"Amplifying the Romney campaign message, he said Obama’s heavy borrowing is dragging down economic growth – he also claimed the “hope and change campaign of '08 has become the blame and attack campaign of 2012.”",0,0
0fox39,tn,0.0,"And sooner or later, we basically started sharing the microphones at these town hall meetings and we just kind of developed a chemistry with one another and a mutual understanding with each other.”",0,0
0fox45,tn,,"“You may have heard that Governor Romney just chose his running mate, Congressman Ryan.",0,0
1fox0,fn,0.0,"Donald Trump announced Tuesday that he is bowing out as the moderator for a Republican presidential debate later this month, after most candidates in the field opted not to attend.",1,0
1fox4,tn,,"""I am looking at it, if the Republicans choose the wrong candidate, which is a possibility, and if the economy continues to be bad, which I think it will be,"" Trump said.",0,0
4nyt2,tp,0.0,"By Monday, Ms. Lauten had resigned as communications director to Representative Stephen Fincher, a farmer and gospel singer perhaps best known for his whimsically named hometown, Frog Jump.",1,0
29hpo11,fn,0.0,"But after Moore won, Trump disavowed his endorsement of Strange, deleting tweets in support of him.",1,0
29hpo12,tp,0.0,"And the day after the primary, the president tweeted in support of Moore, calling him “a really great guy.”",1,0
5nyt12,tn,0.0,"“Already did that earlier today,” Mr. Trump said in response.",0,0
28hpo7,fp,0.0,But it is his background in politics that had Democrats reacting with severe reservation.,0,1
28hpo12,tn,0.0,"And more to the point, it is not as if there is no one else qualified to do this job.",0,0
28hpo25,fn,0.0,"The need for a new FBI director came after Trump fired Comey last week, a stunning move that occurred amid the FBI’s ongoing investigation into the Trump campaign’s ties to Russia.",1,1
51fox4,fn,,"According to the gossip site, Griffin joked with Shields on set they would need to move to Mexico after the photos were released or fear imprisonment.",1,0
51fox9,tp,0.0,"Chelsea Clinton called it ""vile and wrong"" in a Twitter post.",1,0
51fox13,tn,,"""We kind of figured out what would be the best image to make out of that.""",0,0
51fox26,tn,,"He previously received death threats over a photo he took of ""Glee"" actress Heather Morris with bruises on her face.",0,0
50fox11,tn,0.0,"""I can't help but think that those remarks are well over the line.",0,0
50fox15,tn,0.0,"Obama campaign deputy press secretary Ben Labolt also issued a statement Saturday shortly after Santorum told voters that Obama's agenda is ""not about you.",0,0
50fox16,tn,0.0,It's not about your quality of life. It's not about your jobs. It's about some phony ideal.,0,1
50fox19,tp,0.0,"It was ""a stark contrast with the president who is focused everyday on creating jobs and restoring economic security for the middle class,"" LaBolt said.",1,0
50fox23,tn,,Santorum said he never questioned the president's faith and repeatedly said he believes Obama is a Christian.,0,0
55nyt16,fn,0.0,"Mr. Trump, who has been criticized for lacing his campaign speeches with profanity, called on Mr. Fox to apologize for using foul language when talking about the wall.",1,0
54nyt7,fn,,"Their condemnation has grown so heated that this month, Bishop Daniel Jenky, of Peoria, Ill., said in a homily that President Obama was so intolerant of religion that he was “following a similar path” as Hitler and Stalin.",1,0
60hpo7,tn,,Trump also falsely stated that the U.S. is “the only country in the world” that offers citizenship to those born here.,0,0
60hpo13,tn,,"An executive order challenging birthright citizenship would ensure a legal battle, in which most experts think the president would fail.",0,0
60hpo25,fn,,"“This policy is a magnet for illegal immigration, out of the mainstream of the developed world, and needs to come to an end,” Graham said in a statement on Tuesday.",1,0
60hpo31,tn,,"He deployed 5,200 active-duty troops to the border on Monday in what officials of his administration described as a necessary national security measure.",0,0
61hpo0,tn,0.0,Presumptive GOP presidential nominee Mitt Romney on Tuesday joined a chorus of Republicans calling for Rep. Todd Akin (R-Mo.) to drop out of the U.S. Senate race in Missouri.,0,1
61hpo15,tn,0.0,Akin had also vowed to remain in the race earlier Tuesday on the radio show of former Republican presidential candidate Mike Huckabee.,0,0
18fox13,tn,0.0,"The ad, reportedly to air in Miami, West Palm Beach and Fort Myers, is costing Secure America $1 million, the organization confirmed to Fox News.",0,0
18fox19,fn,0.0,"To underscore that point, numerous polls have shown an erosion in Jewish support for the president.""",1,0
18fox20,tn,,"Netanyahu also made an appearance on NBC's ""Meet the Press"" last Sunday, urging Obama to take a tougher line with Iran over its nuclear program.",0,0
31nyt5,tn,,"Noting that he was a recovering alcoholic himself, he said that the party had to admit that it had a problem, which he had not heard it do.",0,0
31nyt10,tn,,"People are losing a fundamental belief that things will get better, he said.",0,0
31nyt15,tn,0.0,"Saying President Obama, he said, was “too simple an answer.”",0,0
30nyt2,tn,0.0,"As the official, Lois Lerner, appeared under subpoena before the House Committee on Oversight and Government Reform, she sternly told her questioners that accusations that she had misled Congress in previous testimony were false.",0,0
30nyt9,tn,0.0,"But that upset other Republicans, who said that Ms. Lerner should not be let go so quickly.",0,0
30nyt11,tn,,“She ought to stand here and answer our questions.”,0,0
30nyt17,tn,0.0,"And he may elect to do so, given the objections of some Republicans on Wednesday after he dismissed her.",0,0
30nyt18,tn,0.0,"They argued that by making an opening statement, she had waived her Fifth Amendment right and could be compelled to testify, a contention Ms. Lerner’s lawyer disputed.",0,0
30nyt27,tn,,"The hearing, the second this week on the I.R.S.’s efforts to target conservative groups, offered few new revelations.",0,0
30nyt30,fp,,"At times, committee members could hardly conceal their contempt for the I.R.S. and the Obama White House.",0,0
35fox17,tn,,"During his news conference Friday, LePage offered more racially charged comments that have drawn fire, saying, ""A bad guy is a bad guy.",0,0
96HPO6,tn,0.0,"Trump also said in his tweet that the Justice Department must act on “Comey and others,” a reference to former FBI Director James Comey, who was leading the investigation into whether Trump’s campaign colluded with Russia to influence the election until Trump fired him in May.",0,0
78nyt4,fn,,"But when the final draft of the talking points was sent to Mr. Petraeus, he dismissed them, saying “Frankly, I’d just as soon not use this,” adding that the heavily scrubbed account would not satisfy the House Democrat who had requested it.",1,0
78nyt5,fn,0.0,"“This is certainly not what Vice Chairman Ruppersberger was hoping to get,” Mr. Petraeus wrote, referring to Representative C. A. Dutch Ruppersberger of Maryland, the top Democrat on the House Intelligence Committee, which had asked Mr. Petraeus for talking points to use with reporters in discussing the attack on Benghazi.",1,0
78nyt12,tn,,"Republicans welcomed the release of the e-mails, saying they confirmed that the administration had airbrushed its account of the attack during an election campaign.",0,1
78nyt16,fn,,"It drew attention to a draft of the talking points — the only document provided by the White House that was not part of an e-mail chain — in which Mr. Morell, in his own writing, crossed out five lines that referred to C.I.A. warnings about the threat of attacks by Al Qaeda-linked extremists in Benghazi and eastern Libya.",1,0
